experiment_id,task_type,domain,value_head,stage,endpoint,seed,source_training_job_id,checkpoint,epoch,job_id,score,total,slurm_state,exit_code,elapsed,width,iterations,puct,estimator,ordinary_failures,instance_timeouts,unprocessed_after_job_end,val_valid,val_invalid,source_training_log,source_evaluation_log,source_validation_log,alternate_valid_job_ids,alternate_valid_log_paths,notes
MAIN-TERM,policy_eval,block_grouping,off,stage2,validation_selected,534933607,20489385,"\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:39:05.228957\P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908293-3c74d66\snapshots/snapshot_0_1.0000",0,20523448,18,20,COMPLETED,0:0,00:02:44,,,,,,,,18,0,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489385_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10TCT_src20401192_e0062.txt,/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523448_Ev_block_grouping_block_grouping_orig_novh_c.1_s534933607_SR10TCP_src20489385_e0000.txt,/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523448_Ev_block_grouping_block_grouping_orig_novh_c.1_s534933607_SR10TCP_src20489385_e0000.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,off,stage2,validation_selected,923500475,20489386,"\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:40:18.308798\P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908294-5194f74\snapshots/snapshot_26_0.7500",26,20541100,16,20,COMPLETED,0:0,00:02:45,,,,,,,,16,0,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489386_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10TCT_src20401195_e0058.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541100_Ev_block_grouping_block_grouping_orig_novh_c.1_s923500475_SR10TCP_src20489386_e0026.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541100_Ev_block_grouping_block_grouping_orig_novh_c.1_s923500475_SR10TCP_src20489386_e0026.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,off,stage2,validation_selected,1073581256,20489387,"\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:48:46.987205\P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908302-1247c09\snapshots/snapshot_14_0.7500",14,20541102,15,20,COMPLETED,0:0,00:03:16,,,,,,,,15,0,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489387_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10TCT_src20401189_e0073.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541102_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10TCP_src20489387_e0014.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541102_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10TCP_src20489387_e0014.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,off,stage2,validation_selected,1239739722,20489388,"\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:52:53.119246\P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908306-7d9a779\snapshots/snapshot_0_1.0000",0,20523317,17,20,COMPLETED,0:0,00:03:24,,,,,,,,17,0,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489388_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10TCT_src20401190_e0077.txt,/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523317_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10TCP_src20489388_e0000.txt,/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523317_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10TCP_src20489388_e0000.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,off,stage2,validation_selected,1472491096,20489389,"\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:55:07.446036\P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908309-43e0a7a\snapshots/snapshot_1_0.7500",1,20541104,18,20,COMPLETED,0:0,00:02:02,,,,,,,,18,0,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489389_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10TCT_src20401191_e0080.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541104_Ev_block_grouping_block_grouping_orig_novh_c.1_s1472491096_SR10TCP_src20489389_e0001.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541104_Ev_block_grouping_block_grouping_orig_novh_c.1_s1472491096_SR10TCP_src20489389_e0001.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,off,stage2,validation_selected,1510771779,20489390,"\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:56:13.596721\P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908310-17cc32a\snapshots/snapshot_3_0.6667",3,20541106,16,20,COMPLETED,0:0,00:02:26,,,,,,,,16,0,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489390_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10TCT_src20401194_e0084.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541106_Ev_block_grouping_block_grouping_orig_novh_c.1_s1510771779_SR10TCP_src20489390_e0003.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541106_Ev_block_grouping_block_grouping_orig_novh_c.1_s1510771779_SR10TCP_src20489390_e0003.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,off,stage2,validation_selected,1963100312,20489391,"\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:57:18.441352\P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908311-2fc32f3\snapshots/snapshot_0_1.0000",0,20523381,15,20,COMPLETED,0:0,00:03:03,,,,,,,,15,0,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489391_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10TCT_src20401187_e0094.txt,/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523381_Ev_block_grouping_block_grouping_orig_novh_c.1_s1963100312_SR10TCP_src20489391_e0000.txt,/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523381_Ev_block_grouping_block_grouping_orig_novh_c.1_s1963100312_SR10TCP_src20489391_e0000.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,off,stage2,validation_selected,1972442430,20489392,"\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T18:02:29.324875\P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908316-72aea46\snapshots/snapshot_2_0.6667",2,20541107,17,20,COMPLETED,0:0,00:02:21,,,,,,,,17,0,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489392_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10TCT_src20401196_e0067.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541107_Ev_block_grouping_block_grouping_orig_novh_c.1_s1972442430_SR10TCP_src20489392_e0002.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541107_Ev_block_grouping_block_grouping_orig_novh_c.1_s1972442430_SR10TCP_src20489392_e0002.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,off,stage2,validation_selected,2011206605,20489393,"\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T18:12:49.687122\P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908327-067843\snapshots/snapshot_1_1.0000",1,20541109,17,20,COMPLETED,0:0,00:02:06,,,,,,,,17,0,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489393_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10TCT_src20401188_e0090.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541109_Ev_block_grouping_block_grouping_orig_novh_c.1_s2011206605_SR10TCP_src20489393_e0001.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541109_Ev_block_grouping_block_grouping_orig_novh_c.1_s2011206605_SR10TCP_src20489393_e0001.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,off,stage2,validation_selected,2082152039,20489394,"\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T19:33:22.246372\P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908407-faf7d6\snapshots/snapshot_3_1.0000",3,20541111,14,20,COMPLETED,0:0,00:04:49,,,,,,,,14,0,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489394_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10TCT_src20401193_e0068.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541111_Ev_block_grouping_block_grouping_orig_novh_c.1_s2082152039_SR10TCP_src20489394_e0003.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541111_Ev_block_grouping_block_grouping_orig_novh_c.1_s2082152039_SR10TCP_src20489394_e0003.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,on,stage1,final,534933607,20401182,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping-2026-08-20T18:12:57.386134/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905447-3c74d66/snapshots/snapshot_69_0.333",69,20489188,12,20,COMPLETED,0:0,00:05:52,,,,,,,,12,0,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401182_Tr_block_grouping_block_grouping_orig_vh_c.1_s534933607_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489188_Ev_block_grouping_block_grouping_orig_vh_c.1_s534933607_SR10TCP_src20401182_e0069.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489188_Ev_block_grouping_block_grouping_orig_vh_c.1_s534933607_SR10TCP_src20401182_e0069.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,on,stage1,final,923500475,20401185,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping-2026-08-20T18:12:57.386131/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905447-5194f74/snapshots/snapshot_70_0.500",70,20424756,17,20,COMPLETED,0:0,00:05:04,,,,,,,,17,0,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401185_Tr_block_grouping_block_grouping_orig_vh_c.1_s923500475_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424756_Ev_block_grouping_block_grouping_orig_vh_c.1_s923500475_SR10P_src20401185_e0070.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424756_Ev_block_grouping_block_grouping_orig_vh_c.1_s923500475_SR10P_src20401185_e0070.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,on,stage1,final,1073581256,20401179,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping-2026-08-20T18:12:57.386153/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905447-1247c09/snapshots/snapshot_61_0.500",61,20489189,15,20,COMPLETED,0:0,00:09:18,,,,,,,,15,0,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401179_Tr_block_grouping_block_grouping_orig_vh_c.1_s1073581256_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489189_Ev_block_grouping_block_grouping_orig_vh_c.1_s1073581256_SR10TCP_src20401179_e0061.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489189_Ev_block_grouping_block_grouping_orig_vh_c.1_s1073581256_SR10TCP_src20401179_e0061.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,on,stage1,final,1239739722,20401180,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping-2026-08-20T18:12:57.386153/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905447-7d9a779/snapshots/snapshot_73_0.333",73,20489190,17,20,COMPLETED,0:0,00:02:27,,,,,,,,17,0,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401180_Tr_block_grouping_block_grouping_orig_vh_c.1_s1239739722_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489190_Ev_block_grouping_block_grouping_orig_vh_c.1_s1239739722_SR10TCP_src20401180_e0073.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489190_Ev_block_grouping_block_grouping_orig_vh_c.1_s1239739722_SR10TCP_src20401180_e0073.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,on,stage1,final,1472491096,20401181,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping-2026-08-20T18:12:57.386139/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905447-43e0a7a/snapshots/snapshot_52_0.333",52,20489191,12,20,COMPLETED,0:0,00:06:53,,,,,,,,12,0,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401181_Tr_block_grouping_block_grouping_orig_vh_c.1_s1472491096_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489191_Ev_block_grouping_block_grouping_orig_vh_c.1_s1472491096_SR10TCP_src20401181_e0052.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489191_Ev_block_grouping_block_grouping_orig_vh_c.1_s1472491096_SR10TCP_src20401181_e0052.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,on,stage1,final,1510771779,20401184,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping-2026-08-20T18:12:57.386149/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905447-17cc32a/snapshots/snapshot_138_0.333",138,20489192,16,20,COMPLETED,0:0,00:02:34,,,,,,,,16,0,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401184_Tr_block_grouping_block_grouping_orig_vh_c.1_s1510771779_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489192_Ev_block_grouping_block_grouping_orig_vh_c.1_s1510771779_SR10TCP_src20401184_e0138.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489192_Ev_block_grouping_block_grouping_orig_vh_c.1_s1510771779_SR10TCP_src20401184_e0138.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,on,stage1,final,1963100312,20401177,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping-2026-08-20T18:12:51.374189/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905446-2fc32f3/snapshots/snapshot_54_0.500",54,20489193,13,20,COMPLETED,0:0,00:04:02,,,,,,,,13,0,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401177_Tr_block_grouping_block_grouping_orig_vh_c.1_s1963100312_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489193_Ev_block_grouping_block_grouping_orig_vh_c.1_s1963100312_SR10TCP_src20401177_e0054.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489193_Ev_block_grouping_block_grouping_orig_vh_c.1_s1963100312_SR10TCP_src20401177_e0054.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,on,stage1,final,1972442430,20401186,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping-2026-08-20T18:12:50.465805/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905446-72aea46/snapshots/snapshot_55_0.333",55,20424782,17,20,COMPLETED,0:0,00:04:34,,,,,,,,17,0,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401186_Tr_block_grouping_block_grouping_orig_vh_c.1_s1972442430_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424782_Ev_block_grouping_block_grouping_orig_vh_c.1_s1972442430_SR10P_src20401186_e0055.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424782_Ev_block_grouping_block_grouping_orig_vh_c.1_s1972442430_SR10P_src20401186_e0055.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,on,stage1,final,2011206605,20401178,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping-2026-08-20T18:12:19.946299/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905446-067843/snapshots/snapshot_76_0.333",76,20489194,16,20,COMPLETED,0:0,00:04:18,,,,,,,,16,0,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401178_Tr_block_grouping_block_grouping_orig_vh_c.1_s2011206605_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489194_Ev_block_grouping_block_grouping_orig_vh_c.1_s2011206605_SR10TCP_src20401178_e0076.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489194_Ev_block_grouping_block_grouping_orig_vh_c.1_s2011206605_SR10TCP_src20401178_e0076.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
MAIN-TERM,policy_eval,block_grouping,on,stage1,final,2082152039,20401183,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping-2026-08-20T18:12:57.386149/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905447-faf7d6/snapshots/snapshot_61_0.333",61,20489195,15,20,COMPLETED,0:0,00:03:29,,,,,,,,15,0,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401183_Tr_block_grouping_block_grouping_orig_vh_c.1_s2082152039_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489195_Ev_block_grouping_block_grouping_orig_vh_c.1_s2082152039_SR10TCP_src20401183_e0061.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489195_Ev_block_grouping_block_grouping_orig_vh_c.1_s2082152039_SR10TCP_src20401183_e0061.txt,,,Earliest VAL-valid original endpoint evaluation; alternate valid retries retained
